author_name,file_name
Shinya Maeda,spec/models/ci/runner_spec.rb
Shinya Maeda,spec/models/clusters/applications/jupyter_spec.rb
Shinya Maeda,spec/models/clusters/cluster_spec.rb
Shinya Maeda,spec/models/concerns/cacheable_attributes_spec.rb
Shinya Maeda,spec/models/concerns/has_variable_spec.rb
Shinya Maeda,spec/models/concerns/issuable_spec.rb
Shinya Maeda,spec/models/concerns/reactive_caching_spec.rb
Shinya Maeda,spec/models/project_spec.rb
Shinya Maeda,spec/models/remote_mirror_spec.rb
Shinya Maeda,spec/models/timelog_spec.rb
Shinya Maeda,spec/models/user_spec.rb
Shinya Maeda,spec/requests/api/commit_statuses_spec.rb
Shinya Maeda,spec/requests/api/issues_spec.rb
Shinya Maeda,spec/requests/api/runner_spec.rb
Shinya Maeda,spec/requests/api/runners_spec.rb
Shinya Maeda,spec/serializers/runner_entity_spec.rb
Shinya Maeda,spec/services/ci/register_job_service_spec.rb
Shinya Maeda,spec/services/ci/update_build_queue_service_spec.rb
Shinya Maeda,spec/services/issues/update_service_spec.rb
Shinya Maeda,spec/services/merge_requests/update_service_spec.rb
Shinya Maeda,spec/support/gitaly.rb
Shinya Maeda,spec/support/helpers/drag_to_helper.rb
Shinya Maeda,spec/support/shared_examples/url_validator_examples.rb
Shinya Maeda,spec/validators/public_url_validator_spec.rb
Shinya Maeda,spec/validators/url_placeholder_validator_spec.rb
Shinya Maeda,spec/validators/url_validator_spec.rb
Shinya Maeda,vendor/assets/javascripts/Sortable.js
Shinya Maeda,vendor/jupyter/values.yaml
Shinya Maeda,yarn.lock
Shinya Maeda,lib/gitlab/ci/pipeline/chain/populate.rb
Shinya Maeda,spec/lib/gitlab/ci/pipeline/chain/populate_spec.rb
Dennis Tang,spec/controllers/projects/clusters_controller_spec.rb
Dennis Tang,.gitlab-ci.yml
Dennis Tang,.ruby-version
Dennis Tang,Gemfile.lock
Dennis Tang,app/assets/javascripts/api.js
Dennis Tang,app/assets/javascripts/boards/components/board.js
Dennis Tang,app/assets/javascripts/boards/components/board_list.vue
Dennis Tang,app/assets/javascripts/clusters/clusters_bundle.js
Dennis Tang,app/assets/javascripts/clusters/components/application_row.vue
Dennis Tang,app/assets/javascripts/clusters/components/applications.vue
Dennis Tang,app/assets/javascripts/clusters/constants.js
Dennis Tang,app/assets/javascripts/clusters/services/clusters_service.js
Dennis Tang,app/assets/javascripts/clusters/stores/clusters_store.js
Dennis Tang,app/assets/javascripts/ide/components/ide.vue
Dennis Tang,app/assets/javascripts/ide/components/ide_status_bar.vue
Dennis Tang,app/assets/javascripts/ide/components/jobs/item.vue
Dennis Tang,app/assets/javascripts/ide/components/jobs/list.vue
Dennis Tang,app/assets/javascripts/ide/components/jobs/stage.vue
Dennis Tang,app/assets/javascripts/ide/components/panes/right.vue
Dennis Tang,app/assets/javascripts/ide/components/pipelines/list.vue
Dennis Tang,app/assets/javascripts/ide/constants.js
Dennis Tang,app/assets/javascripts/ide/ide_router.js
Dennis Tang,app/assets/javascripts/ide/index.js
Dennis Tang,app/assets/javascripts/ide/stores/actions.js
Dennis Tang,app/assets/javascripts/ide/stores/actions/project.js
Dennis Tang,app/assets/javascripts/ide/stores/index.js
Dennis Tang,app/assets/javascripts/ide/stores/modules/merge_requests/actions.js
Dennis Tang,app/assets/javascripts/ide/stores/modules/merge_requests/constants.js
Dennis Tang,app/assets/javascripts/ide/stores/modules/merge_requests/index.js
Dennis Tang,app/assets/javascripts/ide/stores/modules/merge_requests/mutation_types.js
Dennis Tang,app/assets/javascripts/ide/stores/modules/merge_requests/mutations.js
